VulnerabilityID,PkgName,InstalledVersion,FixedVersion,Severity,Title,Description,PrimaryURL
CVE-2021-36087,libsepol1,2.6-2,,LOW,libsepol: heap-based buffer overflow in ebitmap_match_any(),The CIL compiler in SELinux 3.2 has a heap-based buffer over-read in ebitmap_match_any (called indirectly from cil_check_neverallow). This occurs because there is sometimes a lack of checks for invalid statements in an optional block.,https://avd.aquasec.com/nvd/cve-2021-36087
CVE-2016-2779,libsmartcols1,2.29.2-1+deb9u1,,HIGH,util-linux: runuser tty hijack via TIOCSTI ioctl,"runuser in util-linux allows local users to escape to the parent session via a crafted TIOCSTI ioctl call, which pushes characters to the terminal's input buffer.",https://avd.aquasec.com/nvd/cve-2016-2779
CVE-2021-37600,libsmartcols1,2.29.2-1+deb9u1,,LOW,util-linux: integer overflow can lead to buffer overflow in get_sem_elements() in sys-utils/ipcutils.c,"An integer overflow in util-linux through 2.37.1 can potentially cause a buffer overflow if an attacker were able to use system resources in a way that leads to a large number in the /proc/sysvipc/sem file. NOTE: this is unexploitable in GNU C Library environments, and possibly in all realistic environments.",https://avd.aquasec.com/nvd/cve-2021-37600
CVE-2022-1304,libss2,1.43.4-2+deb9u2,,HIGH,e2fsprogs: out-of-bounds read/write via crafted filesystem,An out-of-bounds read/write vulnerability was found in e2fsprogs 1.46.5. This issue leads to a segmentation fault and possibly arbitrary code execution via a specially crafted filesystem.,https://avd.aquasec.com/nvd/cve-2022-1304
CVE-2018-12886,libstdc++6,6.3.0-18+deb9u1,,HIGH,gcc: spilling of stack protection address in cfgexpand.c and function.c leads to stack-overflow protection bypass,"stack_protect_prologue in cfgexpand.c and stack_protect_epilogue in function.c in GNU Compiler Collection (GCC) 4.1 through 8 (under certain circumstances) generate instruction sequences when targeting ARM targets that spill the address of the stack protector guard, which allows an attacker to bypass the protection of -fstack-protector, -fstack-protector-all, -fstack-protector-strong, and -fstack-protector-explicit against stack overflow by controlling what the stack canary is compared against.",https://avd.aquasec.com/nvd/cve-2018-12886
CVE-2019-3843,libsystemd0,232-25+deb9u13,,HIGH,systemd: services with DynamicUser can create SUID/SGID binaries,"It was discovered that a systemd service that uses DynamicUser property can create a SUID/SGID binary that would be allowed to run as the transient service UID/GID even after the service is terminated. A local attacker may use this flaw to access resources that will be owned by a potentially different service in the future, when the UID/GID will be recycled.",https://avd.aquasec.com/nvd/cve-2019-3843
CVE-2019-3844,libsystemd0,232-25+deb9u13,,HIGH,systemd: services with DynamicUser can get new privileges and create SGID binaries,"It was discovered that a systemd service that uses DynamicUser property can get new privileges through the execution of SUID binaries, which would allow to create binaries owned by the service transient group with the setgid bit set. A local attacker may use this flaw to access resources that will be owned by a potentially different service in the future, when the GID will be recycled.",https://avd.aquasec.com/nvd/cve-2019-3844
CVE-2020-1712,libsystemd0,232-25+deb9u13,232-25+deb9u14,HIGH,systemd: use-after-free when asynchronous polkit queries are performed,"A heap use-after-free vulnerability was found in systemd before version v245-rc1, where asynchronous Polkit queries are performed while handling dbus messages. A local unprivileged attacker can abuse this flaw to crash systemd services or potentially execute code and elevate their privileges, by sending specially crafted dbus messages.",https://avd.aquasec.com/nvd/cve-2020-1712
CVE-2021-3997,libsystemd0,232-25+deb9u13,,MEDIUM,systemd: Uncontrolled recursion in systemd-tmpfiles when removing files,A flaw was found in systemd. An uncontrolled recursion in systemd-tmpfiles may lead to a denial of service at boot time when too many nested directories are created in /tmp.,https://avd.aquasec.com/nvd/cve-2021-3997
CVE-2018-16888,libsystemd0,232-25+deb9u13,,LOW,systemd: kills privileged process if unprivileged PIDFile was tampered,"It was discovered systemd does not correctly check the content of PIDFile files before using it to kill processes. When a service is run from an unprivileged user (e.g. User field set in the service file), a local attacker who is able to write to the PIDFile of the mentioned service may use this flaw to trick systemd into killing other services and/or privileged processes. Versions before v237 are vulnerable.",https://avd.aquasec.com/nvd/cve-2018-16888
CVE-2018-6954,libsystemd0,232-25+deb9u13,,LOW,systemd: Mishandled symlinks in systemd-tmpfiles allows local users to obtain ownership of arbitrary files,"systemd-tmpfiles in systemd through 237 mishandles symlinks present in non-terminal path components, which allows local users to obtain ownership of arbitrary files via vectors involving creation of a directory and a file under that directory, and later replacing that directory with a symlink. This occurs even if the fs.protected_symlinks sysctl is turned on.",https://avd.aquasec.com/nvd/cve-2018-6954
CVE-2022-29458,libtinfo5,6.0+20161126-1+deb9u2,,HIGH,ncurses: segfaulting OOB read,ncurses 6.3 before patch 20220416 has an out-of-bounds read and segmentation violation in convert_strings in tinfo/read_entry.c in the terminfo library.,https://avd.aquasec.com/nvd/cve-2022-29458
CVE-2018-19211,libtinfo5,6.0+20161126-1+deb9u2,,LOW,ncurses: Null pointer dereference at function _nc_parse_entry in parse_entry.c,"In ncurses 6.1, there is a NULL pointer dereference at function _nc_parse_entry in parse_entry.c that will lead to a denial of service attack. The product proceeds to the dereference code path even after a ""dubious character `*' in name or alias field"" detection.",https://avd.aquasec.com/nvd/cve-2018-19211
CVE-2019-17594,libtinfo5,6.0+20161126-1+deb9u2,,LOW,ncurses: heap-based buffer overflow in the _nc_find_entry function in tinfo/comp_hash.c,There is a heap-based buffer over-read in the _nc_find_entry function in tinfo/comp_hash.c in the terminfo library in ncurses before 6.1-20191012.,https://avd.aquasec.com/nvd/cve-2019-17594
CVE-2019-17595,libtinfo5,6.0+20161126-1+deb9u2,,LOW,ncurses: heap-based buffer overflow in the fmt_entry function in tinfo/comp_hash.c,There is a heap-based buffer over-read in the fmt_entry function in tinfo/comp_hash.c in the terminfo library in ncurses before 6.1-20191012.,https://avd.aquasec.com/nvd/cve-2019-17595
CVE-2019-3843,libudev1,232-25+deb9u13,,HIGH,systemd: services with DynamicUser can create SUID/SGID binaries,"It was discovered that a systemd service that uses DynamicUser property can create a SUID/SGID binary that would be allowed to run as the transient service UID/GID even after the service is terminated. A local attacker may use this flaw to access resources that will be owned by a potentially different service in the future, when the UID/GID will be recycled.",https://avd.aquasec.com/nvd/cve-2019-3843
CVE-2019-3844,libudev1,232-25+deb9u13,,HIGH,systemd: services with DynamicUser can get new privileges and create SGID binaries,"It was discovered that a systemd service that uses DynamicUser property can get new privileges through the execution of SUID binaries, which would allow to create binaries owned by the service transient group with the setgid bit set. A local attacker may use this flaw to access resources that will be owned by a potentially different service in the future, when the GID will be recycled.",https://avd.aquasec.com/nvd/cve-2019-3844
CVE-2020-1712,libudev1,232-25+deb9u13,232-25+deb9u14,HIGH,systemd: use-after-free when asynchronous polkit queries are performed,"A heap use-after-free vulnerability was found in systemd before version v245-rc1, where asynchronous Polkit queries are performed while handling dbus messages. A local unprivileged attacker can abuse this flaw to crash systemd services or potentially execute code and elevate their privileges, by sending specially crafted dbus messages.",https://avd.aquasec.com/nvd/cve-2020-1712
CVE-2021-3997,libudev1,232-25+deb9u13,,MEDIUM,systemd: Uncontrolled recursion in systemd-tmpfiles when removing files,A flaw was found in systemd. An uncontrolled recursion in systemd-tmpfiles may lead to a denial of service at boot time when too many nested directories are created in /tmp.,https://avd.aquasec.com/nvd/cve-2021-3997
CVE-2018-16888,libudev1,232-25+deb9u13,,LOW,systemd: kills privileged process if unprivileged PIDFile was tampered,"It was discovered systemd does not correctly check the content of PIDFile files before using it to kill processes. When a service is run from an unprivileged user (e.g. User field set in the service file), a local attacker who is able to write to the PIDFile of the mentioned service may use this flaw to trick systemd into killing other services and/or privileged processes. Versions before v237 are vulnerable.",https://avd.aquasec.com/nvd/cve-2018-16888
CVE-2018-6954,libudev1,232-25+deb9u13,,LOW,systemd: Mishandled symlinks in systemd-tmpfiles allows local users to obtain ownership of arbitrary files,"systemd-tmpfiles in systemd through 237 mishandles symlinks present in non-terminal path components, which allows local users to obtain ownership of arbitrary files via vectors involving creation of a directory and a file under that directory, and later replacing that directory with a symlink. This occurs even if the fs.protected_symlinks sysctl is turned on.",https://avd.aquasec.com/nvd/cve-2018-6954
CVE-2016-2779,libuuid1,2.29.2-1+deb9u1,,HIGH,util-linux: runuser tty hijack via TIOCSTI ioctl,"runuser in util-linux allows local users to escape to the parent session via a crafted TIOCSTI ioctl call, which pushes characters to the terminal's input buffer.",https://avd.aquasec.com/nvd/cve-2016-2779
CVE-2021-37600,libuuid1,2.29.2-1+deb9u1,,LOW,util-linux: integer overflow can lead to buffer overflow in get_sem_elements() in sys-utils/ipcutils.c,"An integer overflow in util-linux through 2.37.1 can potentially cause a buffer overflow if an attacker were able to use system resources in a way that leads to a large number in the /proc/sysvipc/sem file. NOTE: this is unexploitable in GNU C Library environments, and possibly in all realistic environments.",https://avd.aquasec.com/nvd/cve-2021-37600
CVE-2018-7169,login,1:4.4-4.1+deb9u1,,LOW,shadow-utils: newgidmap allows unprivileged user to drop supplementary groups potentially allowing privilege escalation,"An issue was discovered in shadow 4.5. newgidmap (in shadow-utils) is setuid and allows an unprivileged user to be placed in a user namespace where setgroups(2) is permitted. This allows an attacker to remove themselves from a supplementary group, which may allow access to certain filesystem paths if the administrator has used ""group blacklisting"" (e.g., chmod g-rwx) to restrict access to paths. This flaw effectively reverts a security feature in the kernel (in particular, the /proc/self/setgroups knob) to prevent this sort of privilege escalation.",https://avd.aquasec.com/nvd/cve-2018-7169
CVE-2016-2779,mount,2.29.2-1+deb9u1,,HIGH,util-linux: runuser tty hijack via TIOCSTI ioctl,"runuser in util-linux allows local users to escape to the parent session via a crafted TIOCSTI ioctl call, which pushes characters to the terminal's input buffer.",https://avd.aquasec.com/nvd/cve-2016-2779
CVE-2021-37600,mount,2.29.2-1+deb9u1,,LOW,util-linux: integer overflow can lead to buffer overflow in get_sem_elements() in sys-utils/ipcutils.c,"An integer overflow in util-linux through 2.37.1 can potentially cause a buffer overflow if an attacker were able to use system resources in a way that leads to a large number in the /proc/sysvipc/sem file. NOTE: this is unexploitable in GNU C Library environments, and possibly in all realistic environments.",https://avd.aquasec.com/nvd/cve-2021-37600
CVE-2022-29458,ncurses-base,6.0+20161126-1+deb9u2,,HIGH,ncurses: segfaulting OOB read,ncurses 6.3 before patch 20220416 has an out-of-bounds read and segmentation violation in convert_strings in tinfo/read_entry.c in the terminfo library.,https://avd.aquasec.com/nvd/cve-2022-29458
CVE-2018-19211,ncurses-base,6.0+20161126-1+deb9u2,,LOW,ncurses: Null pointer dereference at function _nc_parse_entry in parse_entry.c,"In ncurses 6.1, there is a NULL pointer dereference at function _nc_parse_entry in parse_entry.c that will lead to a denial of service attack. The product proceeds to the dereference code path even after a ""dubious character `*' in name or alias field"" detection.",https://avd.aquasec.com/nvd/cve-2018-19211
CVE-2019-17594,ncurses-base,6.0+20161126-1+deb9u2,,LOW,ncurses: heap-based buffer overflow in the _nc_find_entry function in tinfo/comp_hash.c,There is a heap-based buffer over-read in the _nc_find_entry function in tinfo/comp_hash.c in the terminfo library in ncurses before 6.1-20191012.,https://avd.aquasec.com/nvd/cve-2019-17594
CVE-2019-17595,ncurses-base,6.0+20161126-1+deb9u2,,LOW,ncurses: heap-based buffer overflow in the fmt_entry function in tinfo/comp_hash.c,There is a heap-based buffer over-read in the fmt_entry function in tinfo/comp_hash.c in the terminfo library in ncurses before 6.1-20191012.,https://avd.aquasec.com/nvd/cve-2019-17595
CVE-2022-29458,ncurses-bin,6.0+20161126-1+deb9u2,,HIGH,ncurses: segfaulting OOB read,ncurses 6.3 before patch 20220416 has an out-of-bounds read and segmentation violation in convert_strings in tinfo/read_entry.c in the terminfo library.,https://avd.aquasec.com/nvd/cve-2022-29458
CVE-2018-19211,ncurses-bin,6.0+20161126-1+deb9u2,,LOW,ncurses: Null pointer dereference at function _nc_parse_entry in parse_entry.c,"In ncurses 6.1, there is a NULL pointer dereference at function _nc_parse_entry in parse_entry.c that will lead to a denial of service attack. The product proceeds to the dereference code path even after a ""dubious character `*' in name or alias field"" detection.",https://avd.aquasec.com/nvd/cve-2018-19211
CVE-2019-17594,ncurses-bin,6.0+20161126-1+deb9u2,,LOW,ncurses: heap-based buffer overflow in the _nc_find_entry function in tinfo/comp_hash.c,There is a heap-based buffer over-read in the _nc_find_entry function in tinfo/comp_hash.c in the terminfo library in ncurses before 6.1-20191012.,https://avd.aquasec.com/nvd/cve-2019-17594
CVE-2019-17595,ncurses-bin,6.0+20161126-1+deb9u2,,LOW,ncurses: heap-based buffer overflow in the fmt_entry function in tinfo/comp_hash.c,There is a heap-based buffer over-read in the fmt_entry function in tinfo/comp_hash.c in the terminfo library in ncurses before 6.1-20191012.,https://avd.aquasec.com/nvd/cve-2019-17595
CVE-2018-7169,passwd,1:4.4-4.1+deb9u1,,LOW,shadow-utils: newgidmap allows unprivileged user to drop supplementary groups potentially allowing privilege escalation,"An issue was discovered in shadow 4.5. newgidmap (in shadow-utils) is setuid and allows an unprivileged user to be placed in a user namespace where setgroups(2) is permitted. This allows an attacker to remove themselves from a supplementary group, which may allow access to certain filesystem paths if the administrator has used ""group blacklisting"" (e.g., chmod g-rwx) to restrict access to paths. This flaw effectively reverts a security feature in the kernel (in particular, the /proc/self/setgroups knob) to prevent this sort of privilege escalation.",https://avd.aquasec.com/nvd/cve-2018-7169
CVE-2020-16156,perl-base,5.24.1-3+deb9u7,,HIGH,perl-CPAN: Bypass of verification of signatures in CHECKSUMS files,CPAN 2.28 allows Signature Verification Bypass.,https://avd.aquasec.com/nvd/cve-2020-16156
CVE-2016-2779,util-linux,2.29.2-1+deb9u1,,HIGH,util-linux: runuser tty hijack via TIOCSTI ioctl,"runuser in util-linux allows local users to escape to the parent session via a crafted TIOCSTI ioctl call, which pushes characters to the terminal's input buffer.",https://avd.aquasec.com/nvd/cve-2016-2779
CVE-2021-37600,util-linux,2.29.2-1+deb9u1,,LOW,util-linux: integer overflow can lead to buffer overflow in get_sem_elements() in sys-utils/ipcutils.c,"An integer overflow in util-linux through 2.37.1 can potentially cause a buffer overflow if an attacker were able to use system resources in a way that leads to a large number in the /proc/sysvipc/sem file. NOTE: this is unexploitable in GNU C Library environments, and possibly in all realistic environments.",https://avd.aquasec.com/nvd/cve-2021-37600
