VulnerabilityID,PkgName,InstalledVersion,FixedVersion,Severity,Title,Description,PrimaryURL
CVE-2023-49502,ffmpeg,7:6.1.1-3ubuntu5,,MEDIUM,Buffer Overflow vulnerability in Ffmpeg v.n6.1-3-g466799d4f5 allows a  ...,Buffer Overflow vulnerability in Ffmpeg v.n6.1-3-g466799d4f5 allows a local attacker to execute arbitrary code via the ff_bwdif_filter_intra_c function in the libavfilter/bwdifdsp.c:125:5 component.,https://avd.aquasec.com/nvd/cve-2023-49502
CVE-2023-49528,ffmpeg,7:6.1.1-3ubuntu5,,MEDIUM,"Buffer Overflow vulnerability in FFmpeg version n6.1-3-g466799d4f5, al ...","Buffer Overflow vulnerability in FFmpeg version n6.1-3-g466799d4f5, allows a local attacker to execute arbitrary code and cause a denial of service (DoS) via the af_dialoguenhance.c:261:5 in the de_stereo component.",https://avd.aquasec.com/nvd/cve-2023-49528
CVE-2023-50007,ffmpeg,7:6.1.1-3ubuntu5,,MEDIUM,FFmpeg v.n6.1-3-g466799d4f5 allows an attacker to trigger use of a par ...,FFmpeg v.n6.1-3-g466799d4f5 allows an attacker to trigger use of a parameter of negative size in the av_samples_set_silence function in thelibavutil/samplefmt.c:260:9 component.,https://avd.aquasec.com/nvd/cve-2023-50007
CVE-2023-50008,ffmpeg,7:6.1.1-3ubuntu5,,MEDIUM,FFmpeg v.n6.1-3-g466799d4f5 allows memory consumption when using the c ...,"FFmpeg v.n6.1-3-g466799d4f5 allows memory consumption when using the colorcorrect filter, in the av_malloc function in libavutil/mem.c:105:9 component.",https://avd.aquasec.com/nvd/cve-2023-50008
CVE-2023-6601,ffmpeg,7:6.1.1-3ubuntu5,,MEDIUM,A flaw was found in FFmpeg's HLS demuxer. This vulnerability allows by ...,A flaw was found in FFmpeg's HLS demuxer. This vulnerability allows bypassing unsafe file extension checks and triggering arbitrary demuxers via base64-encoded data URIs appended with specific file extensions.,https://avd.aquasec.com/nvd/cve-2023-6601
CVE-2023-6602,ffmpeg,7:6.1.1-3ubuntu5,,MEDIUM,A flaw was found in FFmpeg's TTY Demuxer. This vulnerability allows po ...,A flaw was found in FFmpeg's TTY Demuxer. This vulnerability allows possible data exfiltration via improper parsing of non-TTY-compliant input files in HLS playlists.,https://avd.aquasec.com/nvd/cve-2023-6602
CVE-2023-6603,ffmpeg,7:6.1.1-3ubuntu5,,MEDIUM,A flaw was found in FFmpeg's HLS playlist parsing. This vulnerability  ...,A flaw was found in FFmpeg's HLS playlist parsing. This vulnerability allows a denial of service via a maliciously crafted HLS playlist that triggers a null pointer dereference during initialization.,https://avd.aquasec.com/nvd/cve-2023-6603
CVE-2023-6604,ffmpeg,7:6.1.1-3ubuntu5,,MEDIUM,A flaw was found in FFmpeg. This vulnerability allows unexpected addit ...,"A flaw was found in FFmpeg. This vulnerability allows unexpected additional CPU load and storage consumption, potentially leading to degraded performance or denial of service via the demuxing of arbitrary data as XBIN-formatted data without proper format validation.",https://avd.aquasec.com/nvd/cve-2023-6604
CVE-2023-6605,ffmpeg,7:6.1.1-3ubuntu5,,MEDIUM,A flaw was found in FFmpeg's DASH playlist support. This vulnerability ...,A flaw was found in FFmpeg's DASH playlist support. This vulnerability allows arbitrary HTTP GET requests to be made on behalf of the machine running FFmpeg via a crafted DASH playlist containing malicious URLs.,https://avd.aquasec.com/nvd/cve-2023-6605
CVE-2024-31578,ffmpeg,7:6.1.1-3ubuntu5,,MEDIUM,FFmpeg version n6.1.1 was discovered to contain a heap use-after-free  ...,FFmpeg version n6.1.1 was discovered to contain a heap use-after-free via the av_hwframe_ctx_init function.,https://avd.aquasec.com/nvd/cve-2024-31578
CVE-2024-31582,ffmpeg,7:6.1.1-3ubuntu5,,MEDIUM,FFmpeg version n6.1 was discovered to contain a heap buffer overflow v ...,FFmpeg version n6.1 was discovered to contain a heap buffer overflow vulnerability in the draw_block_rectangle function of libavfilter/vf_codecview.c. This vulnerability allows attackers to cause undefined behavior or a Denial of Service (DoS) via crafted input.,https://avd.aquasec.com/nvd/cve-2024-31582
CVE-2024-32228,ffmpeg,7:6.1.1-3ubuntu5,,MEDIUM,FFmpeg 7.0 is vulnerable to Buffer Overflow. There is a SEGV at libavc ...,FFmpeg 7.0 is vulnerable to Buffer Overflow. There is a SEGV at libavcodec/hevcdec.c:2947:22 in hevc_frame_end.,https://avd.aquasec.com/nvd/cve-2024-32228
CVE-2024-32230,ffmpeg,7:6.1.1-3ubuntu5,,MEDIUM,FFmpeg 7.0 is vulnerable to Buffer Overflow. There is a negative-size- ...,FFmpeg 7.0 is vulnerable to Buffer Overflow. There is a negative-size-param bug at libavcodec/mpegvideo_enc.c:1216:21 in load_input_picture in FFmpeg7.0,https://avd.aquasec.com/nvd/cve-2024-32230
CVE-2024-35365,ffmpeg,7:6.1.1-3ubuntu5,,MEDIUM,ffmpeg: double-free vulnerability in FFMPEG,"FFmpeg version n6.1.1 has a double-free vulnerability in the fftools/ffmpeg_mux_init.c component of FFmpeg, specifically within the new_stream_audio function.",https://avd.aquasec.com/nvd/cve-2024-35365
CVE-2024-35366,ffmpeg,7:6.1.1-3ubuntu5,,MEDIUM,FFmpeg n6.1.1 is Integer Overflow. The vulnerability exists in the par ...,"FFmpeg n6.1.1 is Integer Overflow. The vulnerability exists in the parse_options function of sbgdec.c within the libavformat module. When parsing certain options, the software does not adequately validate the input. This allows for negative duration values to be accepted without proper bounds checking.",https://avd.aquasec.com/nvd/cve-2024-35366
CVE-2024-35367,ffmpeg,7:6.1.1-3ubuntu5,,MEDIUM,FFmpeg n6.1.1 has an Out-of-bounds Read via libavcodec/ppc/vp8dsp_alti ...,"FFmpeg n6.1.1 has an Out-of-bounds Read via libavcodec/ppc/vp8dsp_altivec.c, static const vec_s8 h_subpel_filters_outer",https://avd.aquasec.com/nvd/cve-2024-35367
CVE-2024-35368,ffmpeg,7:6.1.1-3ubuntu5,,MEDIUM,FFmpeg n7.0 is affected by a Double Free via the rkmpp_retrieve_frame  ...,FFmpeg n7.0 is affected by a Double Free via the rkmpp_retrieve_frame function within libavcodec/rkmppdec.c.,https://avd.aquasec.com/nvd/cve-2024-35368
CVE-2024-36613,ffmpeg,7:6.1.1-3ubuntu5,,MEDIUM,ffmpeg: Integer overflow in ffmpeg,"FFmpeg n6.1.1 has a vulnerability in the DXA demuxer of the libavformat library allowing for an integer overflow, potentially resulting in a denial-of-service (DoS) condition or other undefined behavior.",https://avd.aquasec.com/nvd/cve-2024-36613
CVE-2024-36616,ffmpeg,7:6.1.1-3ubuntu5,,MEDIUM,An integer overflow in the component /libavformat/westwood_vqa.c of FF ...,An integer overflow in the component /libavformat/westwood_vqa.c of FFmpeg n6.1.1 allows attackers to cause a denial of service in the application via a crafted VQA file.,https://avd.aquasec.com/nvd/cve-2024-36616
CVE-2024-36617,ffmpeg,7:6.1.1-3ubuntu5,,MEDIUM,FFmpeg n6.1.1 has an integer overflow vulnerability in the FFmpeg CAF  ...,FFmpeg n6.1.1 has an integer overflow vulnerability in the FFmpeg CAF decoder.,https://avd.aquasec.com/nvd/cve-2024-36617
CVE-2024-36618,ffmpeg,7:6.1.1-3ubuntu5,,MEDIUM,FFmpeg n6.1.1 has a vulnerability in the AVI demuxer of the libavforma ...,"FFmpeg n6.1.1 has a vulnerability in the AVI demuxer of the libavformat library which allows for an integer overflow, potentially resulting in a denial-of-service (DoS) condition.",https://avd.aquasec.com/nvd/cve-2024-36618
CVE-2024-36619,ffmpeg,7:6.1.1-3ubuntu5,,MEDIUM,FFmpeg n6.1.1 has a vulnerability in the WAVARC decoder of the libavco ...,"FFmpeg n6.1.1 has a vulnerability in the WAVARC decoder of the libavcodec library which allows for an integer overflow when handling certain block types, leading to a denial-of-service (DoS) condition.",https://avd.aquasec.com/nvd/cve-2024-36619
CVE-2024-55069,ffmpeg,7:6.1.1-3ubuntu5,,MEDIUM,ffmpeg 7.1 is vulnerable to Null Pointer Dereference in function iamf_ ...,ffmpeg 7.1 is vulnerable to Null Pointer Dereference in function iamf_read_header in /libavformat/iamfdec.c.,https://avd.aquasec.com/nvd/cve-2024-55069
CVE-2024-7055,ffmpeg,7:6.1.1-3ubuntu5,,MEDIUM,A vulnerability was found in FFmpeg up to 7.0.1. It has been classifie ...,A vulnerability was found in FFmpeg up to 7.0.1. It has been classified as critical. This affects the function pnm_decode_frame in the library /libavcodec/pnmdec.c. The manipulation leads to heap-based buffer overflow. It is possible to initiate the attack remotely. The exploit has been disclosed to the public and may be used. Upgrading to version 7.0.2 is able to address this issue. It is recommended to upgrade the affected component. The associated identifier of this vulnerability is VDB-273651.,https://avd.aquasec.com/nvd/cve-2024-7055
CVE-2025-0518,ffmpeg,7:6.1.1-3ubuntu5,,MEDIUM,"Unchecked Return Value, Out-of-bounds Read vulnerability in FFmpeg all ...","Unchecked Return Value, Out-of-bounds Read vulnerability in FFmpeg allows Read Sensitive Constants Within an Executable. This vulnerability is associated with program files  https://github.Com/FFmpeg/FFmpeg/blob/master/libavfilter/af_pan.C .  This issue affects FFmpeg: 7.1.  Issue was fixed:  https://github.com/FFmpeg/FFmpeg/commit/b5b6391d64807578ab872dc58fb8aa621dcfc38a   https://github.com/FFmpeg/FFmpeg/commit/b5b6391d64807578ab872dc58fb8aa621dcfc38a This issue was discovered by: Simcha Kosman",https://avd.aquasec.com/nvd/cve-2025-0518
CVE-2025-1594,ffmpeg,7:6.1.1-3ubuntu5,,MEDIUM,"A vulnerability, which was classified as critical, was found in FFmpeg ...","A vulnerability, which was classified as critical, was found in FFmpeg up to 7.1. This affects the function ff_aac_search_for_tns of the file libavcodec/aacenc_tns.c of the component AAC Encoder. The manipulation leads to stack-based buffer overflow. It is possible to initiate the attack remotely. The exploit has been disclosed to the public and may be used.",https://avd.aquasec.com/nvd/cve-2025-1594
CVE-2025-22919,ffmpeg,7:6.1.1-3ubuntu5,,MEDIUM,A reachable assertion in FFmpeg git-master commit N-113007-g8d24a28d06 ...,A reachable assertion in FFmpeg git-master commit N-113007-g8d24a28d06 allows attackers to cause a Denial of Service (DoS) via opening a crafted AAC file.,https://avd.aquasec.com/nvd/cve-2025-22919
CVE-2025-22921,ffmpeg,7:6.1.1-3ubuntu5,,MEDIUM,"FFmpeg git-master,N-113007-g8d24a28d06 was discovered to contain a seg ...","FFmpeg git-master,N-113007-g8d24a28d06 was discovered to contain a segmentation violation via the component /libavcodec/jpeg2000dec.c.",https://avd.aquasec.com/nvd/cve-2025-22921
CVE-2025-25473,ffmpeg,7:6.1.1-3ubuntu5,,MEDIUM,FFmpeg git master before commit c08d30 was discovered to contain a NUL ...,FFmpeg git master before commit c08d30 was discovered to contain a NULL pointer dereference via the component libavformat/mov.c.,https://avd.aquasec.com/nvd/cve-2025-25473
CVE-2025-4373,gir1.2-glib-2.0,2.80.0-6ubuntu3.2,2.80.0-6ubuntu3.4,MEDIUM,glib: Buffer Underflow on GLib through glib/gstring.c via function g_string_insert_unichar,"A flaw was found in GLib, which is vulnerable to an integer overflow in the g_string_insert_unichar() function. When the position at which to insert the character is large, the position will overflow, leading to a buffer underwrite.",https://avd.aquasec.com/nvd/cve-2025-4373
CVE-2025-6052,gir1.2-glib-2.0,2.80.0-6ubuntu3.2,,LOW,glib: Integer overflow in g_string_maybe_expand() leading to potential buffer overflow in GLib GString,"A flaw was found in how GLib’s GString manages memory when adding data to strings. If a string is already very large, combining it with more input can cause a hidden overflow in the size calculation. This makes the system think it has enough memory when it doesn’t. As a result, data may be written past the end of the allocated memory, leading to crashes or memory corruption.",https://avd.aquasec.com/nvd/cve-2025-6052
CVE-2024-52005,git,1:2.43.0-1ubuntu7.3,,MEDIUM,git: The sideband payload is passed unfiltered to the terminal in git,"Git is a source code management tool. When cloning from a server (or fetching, or pushing), informational or error messages are transported from the remote Git process to the client via the so-called ""sideband channel"". These messages will be prefixed with ""remote:"" and printed directly to the standard error output. Typically, this standard error output is connected to a terminal that understands ANSI escape sequences, which Git did not protect against. Most modern terminals support control sequences that can be used by a malicious actor to hide and misrepresent information, or to mislead the user into executing untrusted scripts. As requested on the git-security mailing list, the patches are under discussion on the public mailing list. Users are advised to update as soon as possible. Users unable to upgrade should avoid recursive clones unless they are from trusted sources.",https://avd.aquasec.com/nvd/cve-2024-52005
CVE-2024-52005,git-man,1:2.43.0-1ubuntu7.3,,MEDIUM,git: The sideband payload is passed unfiltered to the terminal in git,"Git is a source code management tool. When cloning from a server (or fetching, or pushing), informational or error messages are transported from the remote Git process to the client via the so-called ""sideband channel"". These messages will be prefixed with ""remote:"" and printed directly to the standard error output. Typically, this standard error output is connected to a terminal that understands ANSI escape sequences, which Git did not protect against. Most modern terminals support control sequences that can be used by a malicious actor to hide and misrepresent information, or to mislead the user into executing untrusted scripts. As requested on the git-security mailing list, the patches are under discussion on the public mailing list. Users are advised to update as soon as possible. Users unable to upgrade should avoid recursive clones unless they are from trusted sources.",https://avd.aquasec.com/nvd/cve-2024-52005
CVE-2022-3219,gnupg,2.4.4-2ubuntu17.2,,LOW,gnupg: denial of service issue (resource consumption) using compressed packets,"GnuPG can be made to spin on a relatively small input by (for example) crafting a public key with thousands of signatures attached, compressed down to just a few KB.",https://avd.aquasec.com/nvd/cve-2022-3219
CVE-2022-3219,gnupg-utils,2.4.4-2ubuntu17.2,,LOW,gnupg: denial of service issue (resource consumption) using compressed packets,"GnuPG can be made to spin on a relatively small input by (for example) crafting a public key with thousands of signatures attached, compressed down to just a few KB.",https://avd.aquasec.com/nvd/cve-2022-3219
CVE-2022-3219,gpg,2.4.4-2ubuntu17.2,,LOW,gnupg: denial of service issue (resource consumption) using compressed packets,"GnuPG can be made to spin on a relatively small input by (for example) crafting a public key with thousands of signatures attached, compressed down to just a few KB.",https://avd.aquasec.com/nvd/cve-2022-3219
CVE-2022-3219,gpg-agent,2.4.4-2ubuntu17.2,,LOW,gnupg: denial of service issue (resource consumption) using compressed packets,"GnuPG can be made to spin on a relatively small input by (for example) crafting a public key with thousands of signatures attached, compressed down to just a few KB.",https://avd.aquasec.com/nvd/cve-2022-3219
CVE-2022-3219,gpgconf,2.4.4-2ubuntu17.2,,LOW,gnupg: denial of service issue (resource consumption) using compressed packets,"GnuPG can be made to spin on a relatively small input by (for example) crafting a public key with thousands of signatures attached, compressed down to just a few KB.",https://avd.aquasec.com/nvd/cve-2022-3219
CVE-2022-3219,gpgsm,2.4.4-2ubuntu17.2,,LOW,gnupg: denial of service issue (resource consumption) using compressed packets,"GnuPG can be made to spin on a relatively small input by (for example) crafting a public key with thousands of signatures attached, compressed down to just a few KB.",https://avd.aquasec.com/nvd/cve-2022-3219
CVE-2022-3219,gpgv,2.4.4-2ubuntu17.2,,LOW,gnupg: denial of service issue (resource consumption) using compressed packets,"GnuPG can be made to spin on a relatively small input by (for example) crafting a public key with thousands of signatures attached, compressed down to just a few KB.",https://avd.aquasec.com/nvd/cve-2022-3219
CVE-2022-3219,keyboxd,2.4.4-2ubuntu17.2,,LOW,gnupg: denial of service issue (resource consumption) using compressed packets,"GnuPG can be made to spin on a relatively small input by (for example) crafting a public key with thousands of signatures attached, compressed down to just a few KB.",https://avd.aquasec.com/nvd/cve-2022-3219
CVE-2025-5914,libarchive13t64,3.7.2-2ubuntu0.4,3.7.2-2ubuntu0.5,MEDIUM,libarchive: Double free at archive_read_format_rar_seek_data() in archive_read_support_format_rar.c,"A vulnerability has been identified in the libarchive library, specifically within the archive_read_format_rar_seek_data() function. This flaw involves an integer overflow that can ultimately lead to a double-free condition. Exploiting a double-free vulnerability can result in memory corruption, enabling an attacker to execute arbitrary code or cause a denial-of-service condition.",https://avd.aquasec.com/nvd/cve-2025-5914
CVE-2025-5915,libarchive13t64,3.7.2-2ubuntu0.4,3.7.2-2ubuntu0.5,MEDIUM,libarchive: Heap buffer over read in copy_from_lzss_window() at archive_read_support_format_rar.c,"A vulnerability has been identified in the libarchive library. This flaw can lead to a heap buffer over-read due to the size of a filter block potentially exceeding the Lempel-Ziv-Storer-Schieber (LZSS) window. This means the library may attempt to read beyond the allocated memory buffer, which can result in unpredictable program behavior, crashes (denial of service), or the disclosure of sensitive information from adjacent memory regions.",https://avd.aquasec.com/nvd/cve-2025-5915
CVE-2025-5916,libarchive13t64,3.7.2-2ubuntu0.4,3.7.2-2ubuntu0.5,MEDIUM,libarchive: Integer overflow while reading warc files at archive_read_support_format_warc.c,"A vulnerability has been identified in the libarchive library. This flaw involves an integer overflow that can be triggered when processing a Web Archive (WARC) file that claims to have more than INT64_MAX - 4 content bytes. An attacker could craft a malicious WARC archive to induce this overflow, potentially leading to unpredictable program behavior, memory corruption, or a denial-of-service condition within applications that process such archives using libarchive.",https://avd.aquasec.com/nvd/cve-2025-5916
CVE-2025-5917,libarchive13t64,3.7.2-2ubuntu0.4,3.7.2-2ubuntu0.5,MEDIUM,libarchive: Off by one error in build_ustar_entry_name() at archive_write_set_format_pax.c,"A vulnerability has been identified in the libarchive library. This flaw involves an 'off-by-one' miscalculation when handling prefixes and suffixes for file names. This can lead to a 1-byte write overflow. While seemingly small, such an overflow can corrupt adjacent memory, leading to unpredictable program behavior, crashes, or in specific circumstances, could be leveraged as a building block for more sophisticated exploitation.",https://avd.aquasec.com/nvd/cve-2025-5917
CVE-2022-3964,libavcodec60,7:6.1.1-3ubuntu5,,MEDIUM,A vulnerability classified as problematic has been found in ffmpeg. Th ...,A vulnerability classified as problematic has been found in ffmpeg. This affects an unknown part of the file libavcodec/rpzaenc.c of the component QuickTime RPZA Video Encoder. The manipulation of the argument y_size leads to out-of-bounds read. It is possible to initiate the attack remotely. The name of the patch is 92f9b28ed84a77138105475beba16c146bdaf984. It is recommended to apply a patch to fix this issue. The associated identifier of this vulnerability is VDB-213543.,https://avd.aquasec.com/nvd/cve-2022-3964
CVE-2022-3965,libavcodec60,7:6.1.1-3ubuntu5,,MEDIUM,A vulnerability classified as problematic was found in ffmpeg. This vu ...,A vulnerability classified as problematic was found in ffmpeg. This vulnerability affects the function smc_encode_stream of the file libavcodec/smcenc.c of the component QuickTime Graphics Video Encoder. The manipulation of the argument y_size leads to out-of-bounds read. The attack can be initiated remotely. The name of the patch is 13c13109759090b7f7182480d075e13b36ed8edd. It is recommended to apply a patch to fix this issue. The identifier of this vulnerability is VDB-213544.,https://avd.aquasec.com/nvd/cve-2022-3965
CVE-2022-4907,libavcodec60,7:6.1.1-3ubuntu5,,MEDIUM,Uninitialized Use in FFmpeg in Google Chrome prior to 108.0.5359.71 al ...,Uninitialized Use in FFmpeg in Google Chrome prior to 108.0.5359.71 allowed a remote attacker to execute arbitrary code inside a sandbox via a crafted HTML page. (Chromium security severity: Medium),https://avd.aquasec.com/nvd/cve-2022-4907
CVE-2023-49501,libavcodec60,7:6.1.1-3ubuntu5,,MEDIUM,Buffer Overflow vulnerability in Ffmpeg v.n6.1-3-g466799d4f5 allows a  ...,Buffer Overflow vulnerability in Ffmpeg v.n6.1-3-g466799d4f5 allows a local attacker to execute arbitrary code via the config_eq_output function in the libavfilter/asrc_afirsrc.c:495:30 component.,https://avd.aquasec.com/nvd/cve-2023-49501
CVE-2023-49502,libavcodec60,7:6.1.1-3ubuntu5,,MEDIUM,Buffer Overflow vulnerability in Ffmpeg v.n6.1-3-g466799d4f5 allows a  ...,Buffer Overflow vulnerability in Ffmpeg v.n6.1-3-g466799d4f5 allows a local attacker to execute arbitrary code via the ff_bwdif_filter_intra_c function in the libavfilter/bwdifdsp.c:125:5 component.,https://avd.aquasec.com/nvd/cve-2023-49502
CVE-2023-49528,libavcodec60,7:6.1.1-3ubuntu5,,MEDIUM,"Buffer Overflow vulnerability in FFmpeg version n6.1-3-g466799d4f5, al ...","Buffer Overflow vulnerability in FFmpeg version n6.1-3-g466799d4f5, allows a local attacker to execute arbitrary code and cause a denial of service (DoS) via the af_dialoguenhance.c:261:5 in the de_stereo component.",https://avd.aquasec.com/nvd/cve-2023-49528
CVE-2023-50007,libavcodec60,7:6.1.1-3ubuntu5,,MEDIUM,FFmpeg v.n6.1-3-g466799d4f5 allows an attacker to trigger use of a par ...,FFmpeg v.n6.1-3-g466799d4f5 allows an attacker to trigger use of a parameter of negative size in the av_samples_set_silence function in thelibavutil/samplefmt.c:260:9 component.,https://avd.aquasec.com/nvd/cve-2023-50007
CVE-2023-50008,libavcodec60,7:6.1.1-3ubuntu5,,MEDIUM,FFmpeg v.n6.1-3-g466799d4f5 allows memory consumption when using the c ...,"FFmpeg v.n6.1-3-g466799d4f5 allows memory consumption when using the colorcorrect filter, in the av_malloc function in libavutil/mem.c:105:9 component.",https://avd.aquasec.com/nvd/cve-2023-50008
CVE-2023-6601,libavcodec60,7:6.1.1-3ubuntu5,,MEDIUM,A flaw was found in FFmpeg's HLS demuxer. This vulnerability allows by ...,A flaw was found in FFmpeg's HLS demuxer. This vulnerability allows bypassing unsafe file extension checks and triggering arbitrary demuxers via base64-encoded data URIs appended with specific file extensions.,https://avd.aquasec.com/nvd/cve-2023-6601
CVE-2023-6602,libavcodec60,7:6.1.1-3ubuntu5,,MEDIUM,A flaw was found in FFmpeg's TTY Demuxer. This vulnerability allows po ...,A flaw was found in FFmpeg's TTY Demuxer. This vulnerability allows possible data exfiltration via improper parsing of non-TTY-compliant input files in HLS playlists.,https://avd.aquasec.com/nvd/cve-2023-6602
CVE-2023-6603,libavcodec60,7:6.1.1-3ubuntu5,,MEDIUM,A flaw was found in FFmpeg's HLS playlist parsing. This vulnerability  ...,A flaw was found in FFmpeg's HLS playlist parsing. This vulnerability allows a denial of service via a maliciously crafted HLS playlist that triggers a null pointer dereference during initialization.,https://avd.aquasec.com/nvd/cve-2023-6603
CVE-2023-6604,libavcodec60,7:6.1.1-3ubuntu5,,MEDIUM,A flaw was found in FFmpeg. This vulnerability allows unexpected addit ...,"A flaw was found in FFmpeg. This vulnerability allows unexpected additional CPU load and storage consumption, potentially leading to degraded performance or denial of service via the demuxing of arbitrary data as XBIN-formatted data without proper format validation.",https://avd.aquasec.com/nvd/cve-2023-6604
CVE-2023-6605,libavcodec60,7:6.1.1-3ubuntu5,,MEDIUM,A flaw was found in FFmpeg's DASH playlist support. This vulnerability ...,A flaw was found in FFmpeg's DASH playlist support. This vulnerability allows arbitrary HTTP GET requests to be made on behalf of the machine running FFmpeg via a crafted DASH playlist containing malicious URLs.,https://avd.aquasec.com/nvd/cve-2023-6605
CVE-2024-31578,libavcodec60,7:6.1.1-3ubuntu5,,MEDIUM,FFmpeg version n6.1.1 was discovered to contain a heap use-after-free  ...,FFmpeg version n6.1.1 was discovered to contain a heap use-after-free via the av_hwframe_ctx_init function.,https://avd.aquasec.com/nvd/cve-2024-31578
CVE-2024-31582,libavcodec60,7:6.1.1-3ubuntu5,,MEDIUM,FFmpeg version n6.1 was discovered to contain a heap buffer overflow v ...,FFmpeg version n6.1 was discovered to contain a heap buffer overflow vulnerability in the draw_block_rectangle function of libavfilter/vf_codecview.c. This vulnerability allows attackers to cause undefined behavior or a Denial of Service (DoS) via crafted input.,https://avd.aquasec.com/nvd/cve-2024-31582
CVE-2024-32228,libavcodec60,7:6.1.1-3ubuntu5,,MEDIUM,FFmpeg 7.0 is vulnerable to Buffer Overflow. There is a SEGV at libavc ...,FFmpeg 7.0 is vulnerable to Buffer Overflow. There is a SEGV at libavcodec/hevcdec.c:2947:22 in hevc_frame_end.,https://avd.aquasec.com/nvd/cve-2024-32228
